Date Of Bite,Breed,Age,Age Groups,Gender,Gender,SpayNeuter,Borough,ZipCode
1/1/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
1/4/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
1/6/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11224
1/8/2018,Mixed/Other,4,0-5yrs,M,Male,FALSE,Brooklyn,11231
1/9/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11224
1/1/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
1/3/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
1/7/2018,Yorkshire Terrier Crossbreed,7,5-10yrs,M,Male,TRUE,Brooklyn,11208
1/6/2018,Great Dane,6,5-10yrs,F,Female,TRUE,Brooklyn,
1/1/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11220
1/9/2018,Labradoodle,5,0-5yrs,F,Female,TRUE,Brooklyn,11238
1/1/2018,West High White Terrier,,Unknown,M,Male,FALSE,Brooklyn,11207
1/14/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11205
1/13/2018,MIXED,7,5-10yrs,M,Male,FALSE,Brooklyn,11237
1/10/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
1/15/2018,"Poodle, Miniature",8,5-10yrs,M,Male,TRUE,Brooklyn,11217
1/13/2018,American Pit Bull Terrier/Pit Bull,11,10-15yrs,F,Female,TRUE,Brooklyn,11236
1/13/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11234
1/9/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
1/18/2018,Pekingese,3,0-5yrs,M,Male,TRUE,Brooklyn,11220
1/18/2018,Labrador Retriever Crossbreed,11,10-15yrs,M,Male,TRUE,Brooklyn,11214
1/18/2018,American Pit Bull Terrier/Pit Bull,2,0-5yrs,F,Female,TRUE,Brooklyn,11230
1/17/2018,Dachshund Smooth Coat,2,0-5yrs,M,Male,FALSE,Brooklyn,11211
1/20/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11224
1/23/2018,MIXED,,Unknown,F,Female,FALSE,Brooklyn,11225
1/23/2018,Chihuahua,4,0-5yrs,M,Male,FALSE,Brooklyn,11205
1/15/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11208
1/23/2018,Yorkshire Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11210
1/24/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11233
1/28/2018,Pug,8,5-10yrs,M,Male,TRUE,Brooklyn,11223
1/27/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,11224
1/28/2018,Mixed/Other,,Unknown,U,Unknown,FALSE,Brooklyn,11214
1/29/2018,Mixed/Other,7,5-10yrs,F,Female,FALSE,Brooklyn,11232
1/27/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11226
1/28/2018,MINATURE PINSCHER X,8,5-10yrs,M,Male,FALSE,Brooklyn,11214
2/1/2018,TERRIER CROSS,4,0-5yrs,M,Male,FALSE,Brooklyn,11233
1/31/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11215
1/29/2018,AMERICAN STAFF X,3,0-5yrs,M,Male,TRUE,Brooklyn,11201
2/5/2018,Bichon Frise,,Unknown,U,Unknown,FALSE,Brooklyn,11212
2/5/2018,German Shepherd,1,0-5yrs,M,Male,FALSE,Brooklyn,11236
1/31/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
2/4/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11201
2/4/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11211
1/29/2018,MIXED,5,0-5yrs,M,Male,FALSE,Brooklyn,11236
1/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
2/7/2018,American Pit Bull Terrier/Pit Bull,2,0-5yrs,M,Male,FALSE,Brooklyn,11216
2/13/2018,MIXED BREED,,Unknown,M,Male,FALSE,Brooklyn,11231
2/5/2018,American Pit Bull Mix / Pit Bull Mix,6,5-10yrs,M,Male,FALSE,Brooklyn,11234
2/12/2018,German Shepherd,3,0-5yrs,M,Male,FALSE,Brooklyn,11235
2/15/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11215
2/10/2018,Labrador Retriever,5,0-5yrs,M,Male,TRUE,Brooklyn,11239
2/11/2018,Rottweiler,,Unknown,U,Unknown,FALSE,Brooklyn,
2/16/2018,SHIH TZU X,9,5-10yrs,M,Male,FALSE,Brooklyn,11236
2/14/2018,CANE CORSO/BLUE NOSED PIT BULLX,10,5-10yrs,M,Male,FALSE,Brooklyn,11216
2/19/2018,Norfolk Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11231
2/20/2018,BORDER COLLIE MIX,3,0-5yrs,F,Female,FALSE,Brooklyn,11216
2/16/2018,Beagle Crossbreed,4,0-5yrs,F,Female,TRUE,Brooklyn,11209
2/19/2018,American Pit Bull Mix / Pit Bull Mix,2,0-5yrs,M,Male,FALSE,Brooklyn,11212
2/17/2018,POODLE MIX,4,0-5yrs,M,Male,TRUE,Brooklyn,11230
2/11/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
2/17/2018,MIXED BREED,2,0-5yrs,F,Female,TRUE,Brooklyn,11201
2/7/2018,Labrador Retriever Crossbreed,4,0-5yrs,F,Female,TRUE,Brooklyn,11219
2/9/2018,Chihuahua,7,5-10yrs,M,Male,TRUE,Brooklyn,11214
2/22/2018,American Pit Bull Terrier/Pit Bull,2,0-5yrs,F,Female,FALSE,Brooklyn,11233
2/24/2018,Pit Bull,3,0-5yrs,F,Female,TRUE,Brooklyn,11236
2/25/2018,Yorkshire Terrier,,Unknown,F,Female,FALSE,Brooklyn,11234
2/24/2018,Rottweiler,,Unknown,U,Unknown,FALSE,Brooklyn,11233
2/25/2018,Pit Bull,3,0-5yrs,M,Male,FALSE,Brooklyn,11218
2/26/2018,MINI PINSCHER/POMERANIAN X,8,5-10yrs,M,Male,TRUE,Brooklyn,11214
2/27/2018,Pit Bull,3,0-5yrs,F,Female,FALSE,Brooklyn,11208
2/26/2018,"Poodle, Standard",5,0-5yrs,F,Female,FALSE,Brooklyn,11220
2/17/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
2/26/2018,Labradoodle,8,5-10yrs,M,Male,TRUE,Brooklyn,11201
3/4/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11206
3/3/2018,Australian Silky Terrier,6,5-10yrs,M,Male,TRUE,Brooklyn,11208
3/2/2018,Cocker Spaniel,2,0-5yrs,M,Male,FALSE,Brooklyn,11209
3/4/2018,Beagle Crossbreed,,Unknown,U,Unknown,FALSE,Brooklyn,11215
3/4/2018,Siberian Husky,5,0-5yrs,F,Female,TRUE,Brooklyn,11234
3/5/2018,MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11225
3/4/2018,American Pit Bull Mix / Pit Bull Mix,4,0-5yrs,M,Male,TRUE,Brooklyn,
2/28/2018,SHEPHERD/POINTER X,1,0-5yrs,M,Male,TRUE,Brooklyn,11209
3/5/2018,Boxer,,Unknown,U,Unknown,FALSE,Brooklyn,11215
3/6/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,
3/6/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11220
3/6/2018,MIXED BREED,13,10-15yrs,M,Male,TRUE,Brooklyn,11229
3/3/2018,TERRIER MIX,5,0-5yrs,M,Male,FALSE,Brooklyn,11234
2/21/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11219
2/22/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11212
3/11/2018,Pit Bull,2,0-5yrs,F,Female,TRUE,Brooklyn,11234
3/12/2018,Siberian Husky,2,0-5yrs,M,Male,FALSE,Brooklyn,11219
3/15/2018,Beagle,7,5-10yrs,M,Male,TRUE,Brooklyn,11220
3/17/2018,Jack Russ,,Unknown,U,Unknown,FALSE,Brooklyn,11229
3/17/2018,Rottweiler,4,0-5yrs,M,Male,TRUE,Brooklyn,11206
3/17/2018,Labrador Retriever Crossbreed,2,0-5yrs,M,Male,TRUE,Brooklyn,11223
3/18/2018,American Pit Bull Mix / Pit Bull Mix,3,0-5yrs,M,Male,FALSE,Brooklyn,11216
3/18/2018,MIXED BREED,11,10-15yrs,F,Female,FALSE,Brooklyn,11211
3/18/2018,MIXED BREED,9,5-10yrs,U,Unknown,FALSE,Brooklyn,11208
3/17/2018,MIXED BREED,2,0-5yrs,F,Female,FALSE,Brooklyn,11203
3/11/2018,MIXED BREED,6,5-10yrs,F,Female,TRUE,Brooklyn,11206
3/20/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11209
3/22/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11215
3/17/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11238
3/11/2018,Lhasa Apso,1,0-5yrs,M,Male,FALSE,Brooklyn,11226
3/26/2018,CORGI-CHIHUAHUA X,11,10-15yrs,M,Male,TRUE,Brooklyn,11225
3/22/2018,Puggle,9,5-10yrs,M,Male,FALSE,Brooklyn,11204
3/25/2018,ENGLISH STAFFORDSHIRE TERRIER,1,0-5yrs,M,Male,TRUE,Brooklyn,11215
3/23/2018,MIXED BREED,8,5-10yrs,M,Male,TRUE,Brooklyn,11218
3/26/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
3/27/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
3/23/2018,Shih Tzu,13,10-15yrs,F,Female,FALSE,Brooklyn,11209
3/27/2018,Bichon Frise,,Unknown,U,Unknown,FALSE,Brooklyn,
3/26/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
3/23/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
3/25/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
3/28/2018,American Pit Bull Mix / Pit Bull Mix,4,0-5yrs,F,Female,TRUE,Brooklyn,11221
3/29/2018,Shih Tzu,2,0-5yrs,F,Female,FALSE,Brooklyn,11237
3/30/2018,BICHON / POODLE MIX,11,10-15yrs,M,Male,FALSE,Brooklyn,11226
4/1/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
3/31/2018,Maltese,11,10-15yrs,M,Male,TRUE,Brooklyn,11215
4/4/2018,MIXED BREED,4,0-5yrs,F,Female,FALSE,Brooklyn,11208
3/31/2018,MALTESE/ SHIH TZU X,3,0-5yrs,M,Male,FALSE,Brooklyn,11234
3/31/2018,SIBERIAN HUSKY X,4,0-5yrs,M,Male,FALSE,Brooklyn,11214
4/4/2018,MIXED BREED,10,5-10yrs,M,Male,FALSE,Brooklyn,11207
4/3/2018,MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11237
4/4/2018,MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11237
3/29/2018,MIXED BREED,4,0-5yrs,M,Male,FALSE,Brooklyn,11216
4/4/2018,MIXED BREED,4,0-5yrs,M,Male,FALSE,Brooklyn,11216
4/8/2018,MIXED BREED,2,0-5yrs,M,Male,FALSE,Brooklyn,11249
4/7/2018,Akita,4,0-5yrs,M,Male,FALSE,Brooklyn,11207
4/8/2018,SHIH TZU X,3,0-5yrs,M,Male,FALSE,Brooklyn,
4/8/2018,RAT TERRIER MIX,1,0-5yrs,U,Unknown,TRUE,Brooklyn,11211
4/9/2018,BOSTON TERRIER/CHIHUAHUA,6,5-10yrs,F,Female,TRUE,Brooklyn,11201
4/9/2018,German Shepherd Crossbreed,3,0-5yrs,M,Male,TRUE,Brooklyn,11221
3/31/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11218
4/7/2018,SHEPERD,,Unknown,U,Unknown,FALSE,Brooklyn,
4/8/2018,MIXED BREED,3,0-5yrs,M,Male,TRUE,Brooklyn,11238
4/9/2018,Siberian Husky,1,0-5yrs,M,Male,TRUE,Brooklyn,11238
4/10/2018,Shih Tzu,6,5-10yrs,M,Male,TRUE,Brooklyn,
4/10/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
4/10/2018,Maltese,10,5-10yrs,F,Female,TRUE,Brooklyn,11223
4/2/2018,MIXED,6,5-10yrs,F,Female,TRUE,Brooklyn,11218
4/8/2018,Yorkshire Terrier Crossbreed,6,5-10yrs,M,Male,FALSE,Brooklyn,11221
4/7/2018,BORDER COLLIE X,,Unknown,M,Male,FALSE,Brooklyn,
4/7/2018,American Pit Bull Terrier/Pit Bull,1,0-5yrs,M,Male,FALSE,Brooklyn,11230
4/14/2018,Cane Corso,9,5-10yrs,F,Female,FALSE,Brooklyn,11234
4/16/2018,Dachshund Smooth Coat,12,10-15yrs,F,Female,TRUE,Brooklyn,11249
4/16/2018,Rottweiler,2,0-5yrs,M,Male,TRUE,Brooklyn,11208
4/15/2018,HOUND,,Unknown,U,Unknown,FALSE,Brooklyn,11231
4/12/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11217
4/10/2018,MALTESE/ SHIH TZU,1,0-5yrs,M,Male,TRUE,Brooklyn,11201
4/18/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
4/18/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
4/18/2018,MIXED,2,0-5yrs,M,Male,FALSE,Brooklyn,11236
4/19/2018,American Pit Bull Mix / Pit Bull Mix,5,0-5yrs,M,Male,FALSE,Brooklyn,11206
4/21/2018,American Pit Bull Mix / Pit Bull Mix,3,0-5yrs,M,Male,FALSE,Brooklyn,11231
4/23/2018,Shih Tzu,7,5-10yrs,M,Male,FALSE,Brooklyn,11229
4/19/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11233
4/23/2018,MIXED,8,5-10yrs,M,Male,FALSE,Brooklyn,11208
4/21/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11220
4/21/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11238
4/23/2018,German Shepherd,2,0-5yrs,M,Male,TRUE,Brooklyn,11230
4/24/2018,German Shepherd Crossbreed,8,5-10yrs,M,Male,TRUE,Brooklyn,11226
4/24/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11209
4/18/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11214
4/23/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/24/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11206
4/24/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
4/18/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,11221
4/25/2018,SHIH TZU X,,Unknown,U,Unknown,FALSE,Brooklyn,11233
4/26/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11238
4/2/2018,LHASA APSO/POODLE X,5,0-5yrs,F,Female,TRUE,Brooklyn,11210
4/29/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
4/27/2018,MIXED BREED,5,0-5yrs,M,Male,FALSE,Brooklyn,11203
4/25/2018,ASIAN SHEPERD,2,0-5yrs,M,Male,TRUE,Brooklyn,11204
4/29/2018,MIXED,2,0-5yrs,F,Female,TRUE,Brooklyn,11232
5/1/2018,MIXED,,Unknown,U,Unknown,FALSE,Brooklyn,
4/14/2018,Mixed/Other,4,0-5yrs,M,Male,FALSE,Brooklyn,
5/1/2018,Golden Retriever,1,0-5yrs,M,Male,FALSE,Brooklyn,11230
5/2/2018,American Pit Bull Mix / Pit Bull Mix,4,0-5yrs,F,Female,FALSE,Brooklyn,11220
5/2/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11213
5/2/2018,Labrador Retriever Crossbreed,5,0-5yrs,M,Male,TRUE,Brooklyn,11222
4/27/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11215
5/3/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11234
5/7/2018,American Pit Bull Mix / Pit Bull Mix,,Unknown,M,Male,FALSE,Brooklyn,11224
5/5/2018,UNKNOWN,,Unknown,M,Male,FALSE,Brooklyn,11220
5/4/2018,Yorkshire Terrier,15,10-15yrs,M,Male,TRUE,Brooklyn,11214
5/7/2018,PIT BULL/LAB X,8,5-10yrs,F,Female,FALSE,Brooklyn,11203
4/27/2018,Shiba Inu,,Unknown,M,Male,FALSE,Brooklyn,
5/7/2018,Yorkshire Terrier,1,0-5yrs,F,Female,FALSE,Brooklyn,11207
5/9/2018,Bull dog,,Unknown,U,Unknown,FALSE,Brooklyn,
5/7/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11214
5/8/2018,Rottweiler,1,0-5yrs,M,Male,TRUE,Brooklyn,11236
5/1/2018,German Shepherd Crossbreed,15,10-15yrs,M,Male,TRUE,Brooklyn,11238
3/4/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11206
5/10/2018,Siberian Husky,,Unknown,U,Unknown,FALSE,Brooklyn,11205
5/9/2018,AUSTRALIAN CATTLEDOG,6,5-10yrs,F,Female,TRUE,Brooklyn,11226
5/10/2018,Yorkshire Terrier Crossbreed,7,5-10yrs,F,Female,FALSE,Brooklyn,11205
5/12/2018,American Pit Bull Terrier/Pit Bull,,Unknown,F,Female,FALSE,Brooklyn,11230
5/12/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11221
5/14/2018,Beagle Crossbreed,4,0-5yrs,M,Male,TRUE,Brooklyn,11225
5/12/2018,"Bull Dog, French",2,0-5yrs,M,Male,TRUE,Brooklyn,11235
5/15/2018,MIXED BREED,8,5-10yrs,M,Male,FALSE,Brooklyn,11208
5/9/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11223
5/14/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11210
5/14/2018,Great Dane,,Unknown,U,Unknown,FALSE,Brooklyn,11213
5/13/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11221
4/17/2018,Cane Corso,1,0-5yrs,F,Female,FALSE,Brooklyn,11236
5/17/2018,Labrador Retriever Crossbreed,3,0-5yrs,M,Male,TRUE,Brooklyn,11201
5/18/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11213
5/20/2018,MIXED BREED,1,0-5yrs,M,Male,FALSE,Brooklyn,11236
5/19/2018,SPANIEL,,Unknown,U,Unknown,FALSE,Brooklyn,11218
5/19/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11226
5/20/2018,American Pit Bull Terrier/Pit Bull,4,0-5yrs,F,Female,FALSE,Brooklyn,11221
5/18/2018,HUSKY,,Unknown,U,Unknown,FALSE,Brooklyn,11221
5/22/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11213
5/22/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
5/20/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11212
5/23/2018,Cocker Spaniel,6,5-10yrs,F,Female,FALSE,Brooklyn,11224
5/23/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11208
5/24/2018,CHOW CHOW X,4,0-5yrs,F,Female,TRUE,Brooklyn,11217
5/28/2018,LARGE MIXED BREED,6,5-10yrs,F,Female,FALSE,Brooklyn,11216
5/20/2018,MIXED,,Unknown,U,Unknown,FALSE,Brooklyn,11220
5/28/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
5/26/2018,AMERICAN BULLY,1,0-5yrs,M,Male,FALSE,Brooklyn,11208
5/26/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11221
5/26/2018,MIXED BREED,,Unknown,F,Female,FALSE,Brooklyn,11213
5/24/2018,MIXED BREED,1,0-5yrs,M,Male,FALSE,Brooklyn,11216
5/27/2018,Golden Retriever,8,5-10yrs,F,Female,FALSE,Brooklyn,
5/26/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/24/2018,American Pit Bull Terrier/Pit Bull,5,0-5yrs,M,Male,TRUE,Brooklyn,11212
6/1/2018,American Pit Bull Mix / Pit Bull Mix,3,0-5yrs,F,Female,FALSE,Brooklyn,11223
6/2/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11221
6/2/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
6/2/2018,Pit Bull,3,0-5yrs,M,Male,FALSE,Brooklyn,11233
6/5/2018,Mixed/Other,,Unknown,U,Unknown,FALSE,Brooklyn,11209
6/1/2018,ZUCHON,4,0-5yrs,M,Male,FALSE,Brooklyn,11217
6/1/2018,HOUND,2,0-5yrs,M,Male,TRUE,Brooklyn,
6/2/2018,Dachshund Smooth Coat,11,10-15yrs,M,Male,TRUE,Brooklyn,11236
6/4/2018,SMALL MIXED BREED,8,5-10yrs,F,Female,FALSE,Brooklyn,11208
6/4/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11222
6/1/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11230
5/25/2018,Beagle Crossbreed,,Unknown,U,Unknown,FALSE,Brooklyn,11223
5/26/2018,"Bull Dog, English",6,5-10yrs,M,Male,TRUE,Brooklyn,11220
5/25/2018,MIXED,,Unknown,U,Unknown,FALSE,Brooklyn,11222
5/30/2018,MEDIUM MIXED BREED,5,0-5yrs,F,Female,FALSE,Brooklyn,11208
6/8/2018,MEDIUM MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11208
5/31/2018,Boxer,,Unknown,U,Unknown,FALSE,Brooklyn,11207
5/26/2018,Shih Tzu,2,0-5yrs,M,Male,FALSE,Brooklyn,11204
5/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11220
5/30/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11238
6/6/2018,Yorkshire Terrier Crossbreed,,Unknown,U,Unknown,FALSE,Brooklyn,11234
6/12/2018,Pit Bull,3,0-5yrs,M,Male,FALSE,Brooklyn,11231
6/6/2018,MALTESE BIGHON MIX WHITE,,Unknown,U,Unknown,FALSE,Brooklyn,
6/1/2018,BORDER COLLIE MIX,6,5-10yrs,M,Male,TRUE,Brooklyn,11217
6/10/2018,Yorkshire Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11201
6/2/2018,American Pit Bull Mix / Pit Bull Mix,,Unknown,U,Unknown,FALSE,Brooklyn,11225
6/14/2018,TERRIER/MALTESE MIX,4,0-5yrs,F,Female,TRUE,Brooklyn,11205
6/7/2018,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Brooklyn,11207
5/31/2018,Mixed/Other,,Unknown,U,Unknown,FALSE,Brooklyn,11201
6/9/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11205
5/23/2018,German Shepherd,4,0-5yrs,M,Male,FALSE,Brooklyn,11234
5/30/2018,SHIH POO,2,0-5yrs,F,Female,FALSE,Brooklyn,11203
6/14/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11205
6/9/2018,Mixed/Other,5,0-5yrs,F,Female,FALSE,Brooklyn,11238
6/14/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11205
6/2/2018,Maltese,6,5-10yrs,F,Female,FALSE,Brooklyn,11224
6/16/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
6/4/2018,American Pit Bull Mix / Pit Bull Mix,,Unknown,U,Unknown,FALSE,Brooklyn,11224
6/12/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11220
6/10/2018,Maltese,,Unknown,M,Male,FALSE,Brooklyn,11206
6/19/2018,UNCERTAIN,,Unknown,M,Male,FALSE,Brooklyn,11208
6/11/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11218
6/6/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11216
5/28/2018,Boston Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11215
6/13/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11203
6/11/2018,BERNEDOODLE,,Unknown,U,Unknown,FALSE,Brooklyn,11238
6/20/2018,LARGE MIXED BREED,2,0-5yrs,M,Male,FALSE,Brooklyn,11212
6/20/2018,LARGE MIXED BREED,2,0-5yrs,F,Female,FALSE,Brooklyn,
6/18/2018,PUG OR PIT BULL,,Unknown,U,Unknown,FALSE,Brooklyn,11249
6/17/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
6/13/2018,HOUND,,Unknown,U,Unknown,FALSE,Brooklyn,11231
6/18/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11221
6/16/2018,AUSTRALIAN SHEPARD - POODLE MIX,4,0-5yrs,M,Male,FALSE,Brooklyn,
6/16/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
6/19/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
6/24/2018,Maltese,9,5-10yrs,F,Female,TRUE,Brooklyn,11212
6/18/2018,UNCERTAIN,4,0-5yrs,M,Male,TRUE,Brooklyn,11215
5/28/2018,AUSTRALIAN CATTLE DOG,6,5-10yrs,M,Male,TRUE,Brooklyn,11238
6/24/2018,LARGE MIXED BREED,1,0-5yrs,M,Male,FALSE,Brooklyn,11210
6/23/2018,SMALL MIXED BREED,1,0-5yrs,M,Male,FALSE,Brooklyn,11212
6/17/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
6/19/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
6/21/2018,SHIH TZU/MALTESE X,7,5-10yrs,M,Male,TRUE,Brooklyn,11236
6/23/2018,Cocker Spaniel,,Unknown,U,Unknown,FALSE,Brooklyn,
6/21/2018,Boston Terrier,5,0-5yrs,M,Male,TRUE,Brooklyn,11233
6/24/2018,MIXED,1,0-5yrs,F,Female,FALSE,Brooklyn,11219
6/27/2018,Chihuahua Crossbreed,2,0-5yrs,M,Male,FALSE,Brooklyn,11219
6/22/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11219
6/25/2018,Siberian Husky,,Unknown,U,Unknown,FALSE,Brooklyn,11229
6/16/2018,German Shepherd,4,0-5yrs,M,Male,FALSE,Brooklyn,11224
6/30/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
6/22/2018,Labrador Retriever,1,0-5yrs,M,Male,TRUE,Brooklyn,11209
6/27/2018,CHORKIE,,Unknown,U,Unknown,FALSE,Brooklyn,11204
6/21/2018,Shiba Inu,3,0-5yrs,F,Female,TRUE,Brooklyn,11223
6/22/2018,German Shepherd,5,0-5yrs,M,Male,FALSE,Brooklyn,11220
6/22/2018,German Shepherd,5,0-5yrs,M,Male,FALSE,Brooklyn,
6/23/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11237
