Date Of Bite,Breed,Age,Age Groups,Gender,Gender,SpayNeuter,Borough,ZipCode
4/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,11050
4/15/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Staten Island,
4/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
4/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11358
4/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10462
4/15/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Bronx,
4/15/2022,FRENCH BULL DOG,6,5-10yrs,M,Male,TRUE,Manhattan,10007
4/15/2022,FRENCH BULL DOG,5,0-5yrs,F,Female,TRUE,Manhattan,10007
4/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/15/2022,CAVAPOO,2,0-5yrs,M,Male,TRUE,Manhattan,10028
4/15/2022,"Cocker Spaniel, American",7,5-10yrs,M,Male,TRUE,Manhattan,10065
4/16/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
4/16/2022,Bull dog,,Unknown,U,Unknown,FALSE,Other,
4/16/2022,UNKNOWN,1,0-5yrs,M,Male,FALSE,Other,7306
4/16/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Staten Island,10303
4/16/2022,UNKNOWN,5,0-5yrs,M,Male,FALSE,Staten Island,10314
4/16/2022,UNKNOWN,6,5-10yrs,M,Male,FALSE,Staten Island,10314
4/16/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,
4/16/2022,AUSSIEDOODLE MIX,2,0-5yrs,M,Male,TRUE,Queens,11379
4/16/2022,Siberian Husky,2,0-5yrs,M,Male,FALSE,Queens,11691
4/16/2022,LARGE MIXED BREED,1,0-5yrs,M,Male,FALSE,Bronx,10456
4/16/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Bronx,
4/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
4/16/2022,RED NOSE PITBULL,3,0-5yrs,M,Male,TRUE,Bronx,
4/16/2022,Labradoodle,5,0-5yrs,M,Male,TRUE,Manhattan,10025
4/16/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Manhattan,
4/17/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/17/2022,Siberian Husky,,Unknown,U,Unknown,FALSE,Brooklyn,11233
4/17/2022,UNKNOWN,11,10-15yrs,M,Male,FALSE,Brooklyn,11213
4/17/2022,MIXED,1,0-5yrs,M,Male,FALSE,Queens,11105
4/17/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11377
4/17/2022,SHARPEI,,Unknown,U,Unknown,FALSE,Bronx,
4/17/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/17/2022,BULLDOG,,Unknown,U,Unknown,FALSE,Manhattan,10013
4/18/2022,YORKIE CHIHUAHUA MIX,7,5-10yrs,M,Male,FALSE,Brooklyn,
4/18/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Staten Island,10304
4/18/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
4/18/2022,UNKNOWN,8,5-10yrs,M,Male,FALSE,Manhattan,10029
4/18/2022,TERRIER,,Unknown,U,Unknown,FALSE,Manhattan,
4/18/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,10016
4/18/2022,Chihuahua,,Unknown,U,Unknown,FALSE,Manhattan,
4/18/2022,Labrador Retriever Crossbreed,2,0-5yrs,F,Female,TRUE,Manhattan,10036
4/19/2022,UNKNOWN,2,0-5yrs,M,Male,FALSE,Brooklyn,11220
4/19/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11377
4/19/2022,COCKAPOO,1,0-5yrs,M,Male,FALSE,Queens,11103
4/19/2022,CORGI,1,0-5yrs,M,Male,FALSE,Bronx,10468
4/19/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Bronx,10461
4/19/2022,Australian Shepherd,1,0-5yrs,F,Female,FALSE,Manhattan,10038
4/19/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/19/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,10001
4/20/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11230
4/20/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/20/2022,Keeshond,,Unknown,U,Unknown,FALSE,Brooklyn,
4/20/2022,UNKNOWN,2,0-5yrs,M,Male,FALSE,Brooklyn,11212
4/20/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Staten Island,
4/20/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,
4/20/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Queens,11421
4/20/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
4/20/2022,SHIH TZU / PEKINGESE MIX,9,5-10yrs,M,Male,TRUE,Queens,11367
4/20/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10454
4/20/2022,Pit Bull,1,0-5yrs,M,Male,FALSE,Bronx,10469
4/20/2022,Shih Tzu,4,0-5yrs,M,Male,TRUE,Bronx,
4/20/2022,Pit Bull,,Unknown,F,Female,FALSE,Manhattan,
4/21/2022,German Shepherd Crossbreed,1,0-5yrs,F,Female,TRUE,Brooklyn,11231
4/21/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11212
4/21/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Staten Island,
4/21/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11355
4/21/2022,"Poodle, Toy",1,0-5yrs,M,Male,FALSE,Queens,11423
4/21/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Queens,11354
4/21/2022,Beagle,3,0-5yrs,F,Female,FALSE,Queens,11364
4/21/2022,Rottweiler,1,0-5yrs,M,Male,FALSE,Queens,11422
4/21/2022,Pit Bull,3,0-5yrs,F,Female,FALSE,Bronx,10475
4/21/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/22/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/22/2022,UNKNOWN,2,0-5yrs,M,Male,FALSE,Brooklyn,11215
4/22/2022,American Pit Bull Mix / Pit Bull Mix,5,0-5yrs,M,Male,FALSE,Brooklyn,
4/22/2022,Yorkshire Terrier,,Unknown,M,Male,FALSE,Brooklyn,11233
4/22/2022,MIXED,8,5-10yrs,M,Male,FALSE,Brooklyn,11206
4/22/2022,UNKNOWN,2,0-5yrs,M,Male,FALSE,Brooklyn,11212
4/22/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Staten Island,
4/22/2022,"Schnauzer, Miniature",2,0-5yrs,M,Male,FALSE,Queens,11691
4/22/2022,Pit Bull,3,0-5yrs,M,Male,FALSE,Queens,11372
4/22/2022,ENTLEBUCHER MOUNTAIN,1,0-5yrs,M,Male,TRUE,Queens,
4/22/2022,MIXED,,Unknown,U,Unknown,FALSE,Queens,
4/22/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,
4/22/2022,HOUND MIX,1,0-5yrs,M,Male,FALSE,Queens,11412
4/22/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Bronx,
4/22/2022,Bull dog,,Unknown,U,Unknown,FALSE,Bronx,10451
4/22/2022,Yorkshire Terrier,,Unknown,U,Unknown,FALSE,Bronx,10461
4/22/2022,"Bull Dog, French",4,0-5yrs,M,Male,FALSE,Manhattan,10065
4/22/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Manhattan,
4/22/2022,UNKNOWN,6,5-10yrs,M,Male,FALSE,Manhattan,10032
4/22/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/23/2022,Pit Bull,,Unknown,F,Female,FALSE,Brooklyn,
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/23/2022,MINATURE PINCHER,5,0-5yrs,M,Male,TRUE,Brooklyn,11224
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11207
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10466
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11374
4/23/2022,Pit Bull,8,5-10yrs,M,Male,FALSE,Queens,11432
4/23/2022,YORKIE / POODLE MIX,8,5-10yrs,F,Female,TRUE,Queens,11428
4/23/2022,FRENCH BULLDOG MIX,3,0-5yrs,M,Male,FALSE,Queens,11367
4/23/2022,Beagle Crossbreed,1,0-5yrs,M,Male,TRUE,Queens,
4/23/2022,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Queens,11106
4/23/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11359
4/23/2022,MALTESE / SHIH TZU MIX,4,0-5yrs,M,Male,TRUE,Queens,11102
4/23/2022,UNKNOWN,,Unknown,F,Female,FALSE,Bronx,10458
4/23/2022,Pit Bull,3,0-5yrs,M,Male,FALSE,Bronx,
4/23/2022,"Bull Dog, French",,Unknown,U,Unknown,FALSE,Bronx,10473
4/23/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Manhattan,
4/24/2022,Labrador Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,
4/24/2022,MIXED,11,10-15yrs,F,Female,TRUE,Queens,11375
4/24/2022,Shiba Inu,2,0-5yrs,M,Male,TRUE,Queens,11101
4/24/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/24/2022,UNKNOWN,1,0-5yrs,M,Male,FALSE,Manhattan,10032
4/25/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/25/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
4/25/2022,AUSTRALIAN SHEPHERD MIX,2,0-5yrs,M,Male,TRUE,Queens,
4/25/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,11368
4/25/2022,POODLE MIX,15,10-15yrs,M,Male,TRUE,Queens,11368
4/25/2022,CHIHUAHUA / POODLE MIX,6,5-10yrs,M,Male,FALSE,Queens,11377
4/25/2022,Shiba Inu,2,0-5yrs,M,Male,TRUE,Manhattan,10011
4/25/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Manhattan,
4/26/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
4/26/2022,UNKNOWN,,Unknown,M,Male,FALSE,Brooklyn,
4/26/2022,UNKNOWN,5,0-5yrs,M,Male,FALSE,Brooklyn,
4/26/2022,MIXED,,Unknown,U,Unknown,FALSE,Staten Island,
4/26/2022,TERRIER MIX,1,0-5yrs,M,Male,TRUE,Staten Island,10308
4/26/2022,German Shepherd,3,0-5yrs,F,Female,TRUE,Queens,11368
4/26/2022,Pomeranian,,Unknown,U,Unknown,FALSE,Queens,
4/26/2022,MIXED BREED DOG,,Unknown,F,Female,FALSE,Bronx,10467
4/26/2022,UNKNOWN,,Unknown,M,Male,FALSE,Bronx,10461
4/26/2022,UNKNOWN,,Unknown,F,Female,FALSE,Brooklyn,
4/26/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
4/26/2022,HUSKY,,Unknown,U,Unknown,FALSE,Manhattan,
4/26/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/26/2022,PITBULL MIX,8,5-10yrs,M,Male,FALSE,Manhattan,10029
4/26/2022,QUEENSLAND BLUE HEALER,1,0-5yrs,F,Female,TRUE,Manhattan,
4/26/2022,Cocker Spaniel,,Unknown,M,Male,FALSE,Manhattan,10128
4/27/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/27/2022,UNKNOWN,3,0-5yrs,M,Male,FALSE,Bronx,10467
4/27/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10462
4/27/2022,Belgian Malinois,1,0-5yrs,M,Male,FALSE,Staten Island,10312
4/27/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11370
4/27/2022,Doberman Pinscher,1,0-5yrs,M,Male,FALSE,Queens,
4/27/2022,German Shepherd,2,0-5yrs,M,Male,FALSE,Queens,11692
4/27/2022,German Shepherd,2,0-5yrs,M,Male,FALSE,Queens,11420
4/27/2022,"Welsh Corgi, Pembroke",1,0-5yrs,M,Male,TRUE,Queens,
4/27/2022,Labrador Retriever,,Unknown,U,Unknown,FALSE,Manhattan,
4/27/2022,PITBULL MIX,4,0-5yrs,M,Male,FALSE,Manhattan,10037
4/27/2022,UNKNOWN,3,0-5yrs,F,Female,FALSE,Manhattan,10128
4/28/2022,AMERICAN BULLY,1,0-5yrs,M,Male,FALSE,Brooklyn,11233
4/28/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/28/2022,MIXED,11,10-15yrs,M,Male,TRUE,Other,11803
4/28/2022,Rottweiler,2,0-5yrs,M,Male,TRUE,Queens,11368
4/28/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/28/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Manhattan,10128
4/28/2022,Maltese,,Unknown,U,Unknown,FALSE,Manhattan,
4/29/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/29/2022,Cocker Spaniel,14,10-15yrs,M,Male,TRUE,Brooklyn,
4/29/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11228
4/29/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Staten Island,10310
4/29/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11694
4/29/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,
4/29/2022,GERMAN SHEPHERD MIX,,Unknown,U,Unknown,FALSE,Brooklyn,
4/29/2022,Chihuahua,,Unknown,U,Unknown,FALSE,Bronx,10457
4/29/2022,YORKIE MIX,,Unknown,M,Male,FALSE,Manhattan,10009
4/29/2022,Chihuahua,6,5-10yrs,F,Female,TRUE,Manhattan,10013
4/30/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
4/30/2022,SHI TZU MALTESE MIX,14,10-15yrs,M,Male,FALSE,Brooklyn,11216
4/30/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
4/30/2022,MIXED,3,0-5yrs,F,Female,FALSE,Queens,11106
4/30/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11435
4/30/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,
4/30/2022,Labrador Retriever Crossbreed,9,5-10yrs,M,Male,TRUE,Queens,
4/30/2022,Labrador Retriever,,Unknown,U,Unknown,FALSE,Queens,11697
4/30/2022,AUSTRALIAN CATTLE,7,5-10yrs,M,Male,FALSE,Queens,11104
4/30/2022,MOUNTAIN CUR,1,0-5yrs,M,Male,TRUE,Manhattan,10038
4/30/2022,SHEPERD,,Unknown,U,Unknown,FALSE,Manhattan,
4/30/2022,MINIATURE AUSTRALIAN SHEPERD,3,0-5yrs,F,Female,FALSE,Manhattan,10022
4/30/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
4/30/2022,UNKNOWN,3,0-5yrs,F,Female,FALSE,Manhattan,10128
5/1/2022,SHI TZU MALTESE MIX,14,10-15yrs,M,Male,FALSE,Brooklyn,11216
5/1/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/1/2022,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11216
5/1/2022,Akita,2,0-5yrs,M,Male,FALSE,Staten Island,10303
5/1/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/1/2022,Chihuahua Crossbreed,2,0-5yrs,M,Male,TRUE,Queens,
5/1/2022,Chow Chow,11,10-15yrs,M,Male,FALSE,Queens,11416
5/1/2022,HUSKY MIX,,Unknown,U,Unknown,FALSE,Bronx,10463
5/1/2022,Bull dog,,Unknown,U,Unknown,FALSE,Bronx,10460
5/1/2022,ALASKAN KLEEKAI,2,0-5yrs,M,Male,TRUE,Bronx,10461
5/1/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/1/2022,HUSKY MIX,,Unknown,U,Unknown,FALSE,Manhattan,
5/1/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/2/2022,Pomeranian,,Unknown,U,Unknown,FALSE,Brooklyn,
5/2/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Queens,
5/2/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/3/2022,UNKNOWN,11,10-15yrs,M,Male,FALSE,Brooklyn,11208
5/3/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/3/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
5/3/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11222
5/3/2022,SHEPARD,,Unknown,U,Unknown,FALSE,Bronx,
5/3/2022,GERMAN SHEPHERD MIX,7,5-10yrs,M,Male,TRUE,Staten Island,10301
5/3/2022,GERMAN SHEPHERD MIX,7,5-10yrs,M,Male,TRUE,Staten Island,
5/3/2022,German Shepherd,,Unknown,U,Unknown,FALSE,Queens,11105
5/3/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/3/2022,Australian Shepherd,2,0-5yrs,M,Male,TRUE,Manhattan,
5/3/2022,UNKNOWN,,Unknown,M,Male,FALSE,Manhattan,10002
5/3/2022,UNKNOWN,3,0-5yrs,F,Female,FALSE,Manhattan,10128
5/4/2022,SMALL TERRIER CROSS,3,0-5yrs,M,Male,FALSE,Brooklyn,11236
5/4/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/4/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11234
5/4/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/4/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Bronx,
5/4/2022,Pit Bull,8,5-10yrs,F,Female,FALSE,Manhattan,10033
5/4/2022,SHEPERD,,Unknown,U,Unknown,FALSE,Manhattan,10065
5/4/2022,SHEPERD,,Unknown,U,Unknown,FALSE,Manhattan,
5/5/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11201
5/5/2022,Siberian Husky,,Unknown,U,Unknown,FALSE,Brooklyn,
5/5/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/5/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
5/5/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/5/2022,Dalmatian,,Unknown,U,Unknown,FALSE,Staten Island,10309
5/5/2022,Australian Shepherd,4,0-5yrs,M,Male,TRUE,Queens,11377
5/5/2022,TERRIER MIX,9,5-10yrs,M,Male,FALSE,Queens,11379
5/5/2022,"Bull Dog, English",4,0-5yrs,F,Female,FALSE,Manhattan,10128
5/5/2022,"Bull Dog, English",4,0-5yrs,M,Male,FALSE,Manhattan,10128
5/5/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/6/2022,Yorkshire Terrier,9,5-10yrs,M,Male,TRUE,Brooklyn,
5/6/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10456
5/6/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Staten Island,10307
5/6/2022,UNKNOWN,,Unknown,M,Male,TRUE,Queens,11363
5/6/2022,HOUND / PIT BULL MIX,1,0-5yrs,M,Male,TRUE,Manhattan,10025
5/6/2022,HUSKY MIX,3,0-5yrs,F,Female,TRUE,Manhattan,10011
5/7/2022,Jack Russ,,Unknown,U,Unknown,FALSE,Brooklyn,
5/7/2022,MIXED BREED DOG,14,10-15yrs,F,Female,TRUE,Brooklyn,
5/7/2022,UNKNOWN,4,0-5yrs,M,Male,FALSE,Bronx,10468
5/7/2022,UNKNOWN,,Unknown,M,Male,FALSE,Bronx,
5/7/2022,LARGE MIXED BREED,4,0-5yrs,U,Unknown,FALSE,Bronx,10459
5/7/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/7/2022,Pit Bull,3,0-5yrs,M,Male,TRUE,Staten Island,10307
5/7/2022,American Pit Bull Mix / Pit Bull Mix,1,0-5yrs,M,Male,TRUE,Queens,11370
5/7/2022,MIXED,8,5-10yrs,M,Male,FALSE,Queens,11385
5/7/2022,Pit Bull,7,5-10yrs,M,Male,TRUE,Queens,11412
5/7/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/7/2022,UNKNOWN,3,0-5yrs,F,Female,FALSE,Manhattan,10029
5/8/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/8/2022,Chihuahua,,Unknown,U,Unknown,FALSE,Bronx,
5/8/2022,Shih Tzu,3,0-5yrs,F,Female,FALSE,Queens,
5/8/2022,Chihuahua Crossbreed,9,5-10yrs,F,Female,FALSE,Queens,11367
5/8/2022,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Queens,11356
5/8/2022,Australian Shepherd,,Unknown,U,Unknown,FALSE,Queens,
5/8/2022,Dachshund Smooth Coat,,Unknown,M,Male,FALSE,Queens,11434
5/9/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/9/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
5/9/2022,Shih Tzu,,Unknown,U,Unknown,FALSE,Bronx,
5/9/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/9/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11412
5/9/2022,Labrador Retriever,,Unknown,U,Unknown,FALSE,Manhattan,
5/9/2022,LABRADOR MIX,8,5-10yrs,F,Female,TRUE,Manhattan,
5/9/2022,LABRADOR MIX,8,5-10yrs,U,Unknown,FALSE,Manhattan,
5/9/2022,Beagle,,Unknown,U,Unknown,FALSE,Manhattan,
5/9/2022,UNKNOWN,8,5-10yrs,F,Female,FALSE,Manhattan,10029
5/9/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Manhattan,10128
5/10/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
5/10/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/10/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10472
5/10/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10461
5/10/2022,Pit Bull,6,5-10yrs,M,Male,FALSE,Queens,
5/10/2022,POMSKI,2,0-5yrs,F,Female,FALSE,Manhattan,10039
5/10/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,10029
5/11/2022,"Bull Dog, French",3,0-5yrs,M,Male,TRUE,Queens,11369
5/11/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/11/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,10458
5/11/2022,Siberian Husky,,Unknown,U,Unknown,FALSE,Bronx,
5/11/2022,Rottweiler,2,0-5yrs,F,Female,TRUE,Queens,11435
5/11/2022,Dachshund Smooth Coat,11,10-15yrs,F,Female,FALSE,Queens,11429
5/11/2022,UNKNOWN,1,0-5yrs,M,Male,TRUE,Manhattan,10016
5/11/2022,Boxer,,Unknown,U,Unknown,FALSE,Manhattan,
5/11/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/12/2022,SHEPARD,,Unknown,U,Unknown,FALSE,Brooklyn,11217
5/12/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/12/2022,UNKNOWN,8,5-10yrs,M,Male,FALSE,Brooklyn,11208
5/12/2022,American Pit Bull Terrier/Pit Bull,6,5-10yrs,M,Male,TRUE,Bronx,
5/12/2022,ROTTWEILER,,Unknown,U,Unknown,FALSE,Bronx,
5/12/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Staten Island,10303
5/12/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Queens,11434
5/12/2022,MALTESE / POODLE MIX,1,0-5yrs,F,Female,FALSE,Queens,11368
5/12/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/12/2022,American Pit Bull Mix / Pit Bull Mix,1,0-5yrs,M,Male,TRUE,Queens,
5/12/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Manhattan,10128
5/12/2022,TERRIER,,Unknown,M,Male,FALSE,Manhattan,10128
5/12/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/13/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
5/13/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
5/13/2022,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Bronx,
5/13/2022,Cane Corso,7,5-10yrs,M,Male,FALSE,Queens,11423
5/13/2022,Yorkshire Terrier,,Unknown,U,Unknown,FALSE,Queens,11374
5/13/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/14/2022,Saint Bernard,,Unknown,U,Unknown,FALSE,Brooklyn,
5/14/2022,"Poodle, Miniature",1,0-5yrs,M,Male,TRUE,Other,
5/14/2022,German Shepherd Crossbreed,2,0-5yrs,M,Male,FALSE,Other,23117
5/14/2022,Pit Bull,3,0-5yrs,F,Female,FALSE,Bronx,10456
5/14/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/14/2022,American Staffordshire Terrier,5,0-5yrs,F,Female,TRUE,Queens,11435
5/14/2022,AMERICAN BULLY,3,0-5yrs,M,Male,FALSE,Queens,11379
5/14/2022,Beagle,13,10-15yrs,M,Male,TRUE,Queens,11102
5/14/2022,Shiba Inu,3,0-5yrs,F,Female,TRUE,Queens,11354
5/14/2022,"Bull Dog, French",2,0-5yrs,M,Male,TRUE,Manhattan,10005
5/14/2022,MINIATURE SHEPHERD,1,0-5yrs,F,Female,FALSE,Manhattan,10007
5/14/2022,MINATURE SHEPHERD,1,0-5yrs,F,Female,FALSE,Manhattan,10007
5/15/2022,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
5/15/2022,MINI GOLDENDOODLE,1,0-5yrs,M,Male,TRUE,Brooklyn,
5/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11229
5/15/2022,HUSKY,,Unknown,U,Unknown,FALSE,Other,
5/15/2022,"Pointer, German Shorthaired",11,10-15yrs,M,Male,TRUE,Bronx,10465
5/15/2022,Chihuahua,1,0-5yrs,F,Female,FALSE,Staten Island,10303
5/15/2022,Pit Bull,5,0-5yrs,M,Male,FALSE,Staten Island,10304
5/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/15/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,10029
5/15/2022,UNKNOWN,4,0-5yrs,M,Male,FALSE,Manhattan,10009
5/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Other,
5/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Bronx,
5/16/2022,Chihuahua,,Unknown,U,Unknown,FALSE,Bronx,10472
5/16/2022,MALTIPOO,1,0-5yrs,M,Male,TRUE,Queens,11368
5/16/2022,Shih Tzu,11,10-15yrs,M,Male,TRUE,Queens,11423
5/16/2022,Shiba Inu,3,0-5yrs,M,Male,TRUE,Queens,11355
5/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Queens,
5/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,
5/16/2022,Yorkshire Terrier,12,10-15yrs,F,Female,TRUE,Manhattan,10035
5/16/2022,UNKNOWN,,Unknown,U,Unknown,FALSE,Manhattan,10128
